text,text_clean,rating,sentiment
"terimakasih atas pelayanannya yg fast respon, sangat memuaskan",terimakasih atas pelayanannya yg fast respon sangat memuaskan,3,Neutral
"maaf baru sempat menulis disini, barang pesanan sudah diterima dengan baik tanpa cacat sedikitpun. saya sanyat puas membeli barang secara online tanpa buang waktu yang banyak. terima kasih tokopedia dan warung olehraga",maaf baru sempat menulis disini barang pesanan sudah diterima dengan baik tanpa cacat sedikitpun saya sanyat puas membeli barang secara online tanpa buang waktu yang banyak terima kasih tokopedia dan warung olehraga,3,Neutral
👍🏼👍🏼👍🏼👍🏼👍🏼,,3,Neutral
mantap jg gan tp sayang tali kulitnya mengecewakan gk bisa dipakai kebesaran  ....,mantap jg gan tp sayang tali kulitnya mengecewakan gk bisa dipakai kebesaran,3,Neutral
Beli lagi dan terus beli,beli lagi dan terus beli,3,Neutral
"barang dah nyampek 
trima kasih",barang dah nyampek trima kasih,3,Neutral
"Barang sudah diterima, mantap!",barang sudah diterima mantap,3,Neutral
Sesuai dengan harga gan mantaps lah,sesuai dengan harga gan mantaps lah,3,Neutral
dudukan'a susah banget di masukin ke breaket'a,dudukan a susah banget di masukin ke breaket a,3,Neutral
"Beli m tech yg dateng nisuta,harus diteken kenceng baru bisa, tapi overall lumayan lah, packing rapih",beli m tech yg dateng nisuta harus diteken kenceng baru bisa tapi overall lumayan lah packing rapih,3,Neutral
gooddddddddddddddddddddddddddddddddddddddddddddddddddd,gooddddddddddddddddddddddddddddddddddddddddddddddddddd,3,Neutral
terima kasih. akan belanja kembali,terima kasih akan belanja kembali,3,Neutral
"Kak.... kmrn pas baru sampai ada tulisan batre hbs, tp msh bisa dpke.... tp ini kok dpencet on off malah muncul angka 54 dan gak bisa diapa2in lg, ada garansi gmn cara klaimnya kak?",kak kmrn pas baru sampai ada tulisan batre hbs tp msh bisa dpke tp ini kok dpencet on off malah muncul angka dan gak bisa diapa in lg ada garansi gmn cara klaimnya kak,3,Neutral
"Barang berfungsi dengan baik , Hanya saja pesanan tidak sesuai ( Pesan hitam di kirim warna Putih )",barang berfungsi dengan baik hanya saja pesanan tidak sesuai pesan hitam di kirim warna putih,3,Neutral
semua berjalan normal joysticknya,semua berjalan normal joysticknya,3,Neutral
Mohon maaf lahir dan batin,mohon maaf lahir dan batin,3,Neutral
barang sesuai dengan harga. recommend,barang sesuai dengan harga recommend,3,Neutral
"bagus, pengiriman cpt. makasih",bagus pengiriman cpt makasih,3,Neutral
barang sudah sampai ya bosss makasihhhhhh,barang sudah sampai ya bosss makasihhhhhh,3,Neutral
"4 jempol buat fast responnya.  tp barangnya klo dibilang original g yakin, karena jika disandingkan dengan barang ori keliatan bgt beda kualitasnya.  stiker2 juga mudah lepas, dan posisi nya tidak presisi seperti barang ori. 
mudah2an batterenya tahan seperti battere ori (lebih dari 4 jam pemakaian normal)",jempol buat fast responnya tp barangnya klo dibilang original g yakin karena jika disandingkan dengan barang ori keliatan bgt beda kualitasnya stiker juga mudah lepas dan posisi nya tidak presisi seperti barang ori mudah an batterenya tahan seperti battere ori lebih dari jam pemakaian normal,3,Neutral
Isi cukup sedikit dengan harga yang ga murah,isi cukup sedikit dengan harga yang ga murah,3,Neutral
"Barang sudah di terima, thanks gan",barang sudah di terima thanks gan,3,Neutral
Beli merah kok dikasih biru gan gan pie karepmu,beli merah kok dikasih biru gan gan pie karepmu,3,Neutral
barang sudah sampai... terima kasih,barang sudah sampai terima kasih,3,Neutral
"Sesuai pesanan.. Thanks, pengiriman lmyan Cepat. Tp syg, respon dr penjual nya z yg kurang",sesuai pesanan thanks pengiriman lmyan cepat tp syg respon dr penjual nya z yg kurang,3,Neutral
Batre cepet habis kenpa ya lapak ?,batre cepet habis kenpa ya lapak,3,Neutral
"Barang yg diterima sesuai yg dipesan, sayang jumlah yg dikirim tdk sesuai yg diminta, meskipun kelebihan pembayaran dikembalikan.",barang yg diterima sesuai yg dipesan sayang jumlah yg dikirim tdk sesuai yg diminta meskipun kelebihan pembayaran dikembalikan,3,Neutral
"barang sudah sampai...
kualitas ok.",barang sudah sampai kualitas ok,3,Neutral
"setelah di coba 7 colokan berfungsi semua.. namun salah satu lampu pada tombol colokan MATI.. ya hanya lampu saja yg mati.

proses pengiriman sangat cepat, respon juga bagus.

thx",setelah di coba colokan berfungsi semua namun salah satu lampu pada tombol colokan mati ya hanya lampu saja yg mati proses pengiriman sangat cepat respon juga bagus thx,3,Neutral
Buku resepnya selalu tidak dikirim,buku resepnya selalu tidak dikirim,3,Neutral
"respon penjual baik, cepat sampai. hanya saja barang bertahan hanya 2 bulan. setelah 2 bulan kipas belah.",respon penjual baik cepat sampai hanya saja barang bertahan hanya bulan setelah bulan kipas belah,3,Neutral
kualitas barang sesuai harganya,kualitas barang sesuai harganya,3,Neutral
"print tulisan logonya berbeda dengan yg ada di contoh foto, tapi barang OK",print tulisan logonya berbeda dengan yg ada di contoh foto tapi barang ok,3,Neutral
"respond chat, pm, pengiriman lambat. & soal sendalnya : yg jls ini BUKAN sendal anak.. sendal dewasa jg ga akurat ukurannya, aneh.. sy yg org dewasa biasa pk uk sendal/sepatu 36, ini 36 nya kegedean bgt. muat di kaki ibu sy yg pk uk. sepatunya 39.. mohon direvisi & dicek ulang judul/deskripsi produknya! ini produk ukuran kaki siapa ya sbnrny?! raksasa x..",respond chat pm pengiriman lambat soal sendalnya yg jls ini bukan sendal anak sendal dewasa jg ga akurat ukurannya aneh sy yg org dewasa biasa pk uk sendal sepatu ini nya kegedean bgt muat di kaki ibu sy yg pk uk sepatunya mohon direvisi dicek ulang judul deskripsi produknya ini produk ukuran kaki siapa ya sbnrny raksasa x,3,Neutral
"Kiriman cepat, keyboard yg dikirim masih mentahan, tidak ada lapis plat seperti di foto yg ditawarkan, jadi harus modif dulu kanibal plat dari keyboard lamanya, cuma tidak bisa nempel sempurna, krn bukan pasangannya.
Keyboard berfungsi dengan baik, semoga kedepannya bisa lebih detail lagi info barang yg di tawarkan, semoga semakin sukses sellernya",kiriman cepat keyboard yg dikirim masih mentahan tidak ada lapis plat seperti di foto yg ditawarkan jadi harus modif dulu kanibal plat dari keyboard lamanya cuma tidak bisa nempel sempurna krn bukan pasangannya keyboard berfungsi dengan baik semoga kedepannya bisa lebih detail lagi info barang yg di tawarkan semoga semakin sukses sellernya,3,Neutral
"Respon penjual sangat baik. Namun saya memesan nomor 5, yg sampai sepatu nomor 2. Saya sudah menyampaikan melalui chat setelah membayar, tapi penjual menyampaikan sy hrs menulis dicatatan saat checkout. Padahal penjual tidak mengingatkan sebelumnya. Saat sy minta retur dan mohon dikirimkan kembali saat pengiriman pembelian selanjutnya (saya berencana membeli lagi sepatu model lain), namun penjual tidak berkenan untuk di retur",respon penjual sangat baik namun saya memesan nomor yg sampai sepatu nomor saya sudah menyampaikan melalui chat setelah membayar tapi penjual menyampaikan sy hrs menulis dicatatan saat checkout padahal penjual tidak mengingatkan sebelumnya saat sy minta retur dan mohon dikirimkan kembali saat pengiriman pembelian selanjutnya saya berencana membeli lagi sepatu model lain namun penjual tidak berkenan untuk di retur,3,Neutral
"Makasih min, walaupun sdkit kcwa tapi ngak apa2 tank&#39;s seler",makasih min walaupun sdkit kcwa tapi ngak apa tank s seler,3,Neutral
Makasih om...barangnya udah sampai semuanya...,makasih om barangnya udah sampai semuanya,3,Neutral
pengiriman masih lambat padahal udah gosend same day,pengiriman masih lambat padahal udah gosend same day,3,Neutral
Terima kasih barang sudah sampai dengan selamat,terima kasih barang sudah sampai dengan selamat,3,Neutral
Sesuai gambar dan merek. Sayang tombol rt dan lt kurang responsif,sesuai gambar dan merek sayang tombol rt dan lt kurang responsif,3,Neutral
"Barang nya gak bisa baca data, cuma bisa charger saja",barang nya gak bisa baca data cuma bisa charger saja,3,Neutral
Harus benar benar perhatikan ukuran kaki nih . Sepatunya enteng tapi baguan kulitnya ga setebal brodo artikel lain,harus benar benar perhatikan ukuran kaki nih sepatunya enteng tapi baguan kulitnya ga setebal brodo artikel lain,3,Neutral
Maaf hanya 3 bintang. Karna kesempurnaan hanya milik Allah.,maaf hanya bintang karna kesempurnaan hanya milik allah,3,Neutral
Bagus sih cm sayang bagian depan ada garis ga rata kaya segitiga..mungkin karna diskon..,bagus sih cm sayang bagian depan ada garis ga rata kaya segitiga mungkin karna diskon,3,Neutral
"barang sudah diterima
thanks",barang sudah diterima thanks,3,Neutral
Thanks sudah sampai walau pengiriman lumayan lamaaa,thanks sudah sampai walau pengiriman lumayan lamaaa,3,Neutral
"Sampai tepat waktu, barang sesuai, kondisi bagus

Terima kasih",sampai tepat waktu barang sesuai kondisi bagus terima kasih,3,Neutral
"Produk yang diterima sesuai dengan keterangan, terimakasih pelayananya pun bagus fast respons :)",produk yang diterima sesuai dengan keterangan terimakasih pelayananya pun bagus fast respons,3,Neutral
"Barang sesuai gambar dan deskripsi. Kualitas agak kurang baik menurut sy, tp utk harga segitu yaahh boleh laahh.... Thanks",barang sesuai gambar dan deskripsi kualitas agak kurang baik menurut sy tp utk harga segitu yaahh boleh laahh thanks,3,Neutral
Barang ok sesuai tapi lama sampainya,barang ok sesuai tapi lama sampainya,3,Neutral
Barangnya sudah sampai ya. Terima kasih.,barangnya sudah sampai ya terima kasih,3,Neutral
Harga sesuai kualitas. Pantulan kurang dan yang jelas panas di tangan,harga sesuai kualitas pantulan kurang dan yang jelas panas di tangan,3,Neutral
trims gan sudah mendarat dengan selamat..,trims gan sudah mendarat dengan selamat,3,Neutral
Barang sudah saya terima. Thks,barang sudah saya terima thks,3,Neutral
cukup bagus cocok buat olah raga ato nyeri lutut kaki,cukup bagus cocok buat olah raga ato nyeri lutut kaki,3,Neutral
barang dah sy trima.tlg requst pin bb nya bang klo mau order lg.mksh,barang dah sy trima tlg requst pin bb nya bang klo mau order lg mksh,3,Neutral
Tapi aku maunya warna cokelat tapi di kirimnya warna putih,tapi aku maunya warna cokelat tapi di kirimnya warna putih,3,Neutral
ternyata kecil banget.  hikz hikzzzzzzzz,ternyata kecil banget hikz hikzzzzzzzz,3,Neutral
"Ok                                
.",ok,3,Neutral
Sedikit kecewa dengan pelayanan ......................................................................,sedikit kecewa dengan pelayanan,3,Neutral
Barang sesuai dengan diskripsi,barang sesuai dengan diskripsi,3,Neutral
barang sudah diterima..good quality gan!,barang sudah diterima good quality gan,3,Neutral
Ptoduk suda sampai. Tali jamnya kok pendek ya ? Di tangan saya ngga nyampe.,ptoduk suda sampai tali jamnya kok pendek ya di tangan saya ngga nyampe,3,Neutral
"Thanks.. sory baru ulas, untuk suara di bawah standar.. wajar sih harganya jga di bawah standar... hahahaha",thanks sory baru ulas untuk suara di bawah standar wajar sih harganya jga di bawah standar hahahaha,3,Neutral
pelayanan bagus.. rekomen buat yg mau beli  !!!,pelayanan bagus rekomen buat yg mau beli,3,Neutral
"Tolong di kasih opsi kurir jd bisa pilih , atau di perbanyak kurirnya jd ga lama",tolong di kasih opsi kurir jd bisa pilih atau di perbanyak kurirnya jd ga lama,3,Neutral
terima kasih atas pelayanan dan responnya,terima kasih atas pelayanan dan responnya,3,Neutral
Brangx udh smpe cepet jga dtengx tpi syg ko hpx gx bisa nyala pas dcas,brangx udh smpe cepet jga dtengx tpi syg ko hpx gx bisa nyala pas dcas,3,Neutral
...................................................................,,3,Neutral
"Pengiriman cepat, komunikasi baik, barang sambungan nya kendor banget... Gak aman di jalan mudah copot",pengiriman cepat komunikasi baik barang sambungan nya kendor banget gak aman di jalan mudah copot,3,Neutral
kualitas barang dan harga sesuai,kualitas barang dan harga sesuai,3,Neutral
Barang udah sampai makasih gan,barang udah sampai makasih gan,3,Neutral
"Produk standar dengan harga, tapi licin di aspal",produk standar dengan harga tapi licin di aspal,3,Neutral
Barang sudah di terima ya Gan... Tahmkyuuuu,barang sudah di terima ya gan tahmkyuuuu,3,Neutral
nyampe nya agak lama.. tapi tepat waktu buat ngasih kado ini hehehehhe. makasih barang nyabagus,nyampe nya agak lama tapi tepat waktu buat ngasih kado ini hehehehhe makasih barang nyabagus,3,Neutral
Udh terima barangnya.. sesuai harga lah.,udh terima barangnya sesuai harga lah,3,Neutral
barang sudah sampai tepat waktu,barang sudah sampai tepat waktu,3,Neutral
Ok barangnya.....cepat respon penjual,ok barangnya cepat respon penjual,3,Neutral
Ada cacat sedikit tapi gpp semoga awet,ada cacat sedikit tapi gpp semoga awet,3,Neutral
Barang sudah sampai gan. Thx...,barang sudah sampai gan thx,3,Neutral
barang sudah diterima... terkadang gambar burem terang om... bagaimana itu...,barang sudah diterima terkadang gambar burem terang om bagaimana itu,3,Neutral
pengiriman cepat. packing aman. tp sayang beli dua mouse yg satunya scroll atas bawah nya gak bisa. mohon di cek kembali sebelum dikirim. makasih,pengiriman cepat packing aman tp sayang beli dua mouse yg satunya scroll atas bawah nya gak bisa mohon di cek kembali sebelum dikirim makasih,3,Neutral
oke......................terima kasih,oke terima kasih,3,Neutral
"respon sangat cepat, semoga kabelnya berkualitas.. terimakasih",respon sangat cepat semoga kabelnya berkualitas terimakasih,3,Neutral
Kualitas sesuai hargaaaa,kualitas sesuai hargaaaa,3,Neutral
"gan saya yg ini pesen 2 kan ? kok cmn 1 ya ?
deketr luturnya",gan saya yg ini pesen kan kok cmn ya deketr luturnya,3,Neutral
"brg ud smpe dr tgl 15 feb smpe tgl 20feb tidak ad korfirmasi ttg resi yg valid ... nympenya lama.pihak penjual kurang komunikatif..dr kmrin dtnya soal resi yg valid tdk dksi2 ...

tanggapan dr umpak balik anda : saya ud byk memaklumi lo yaaa kita tggu dr slsa rebo  pun kn tdk ad info kn untuk resi yg valid.... saya sbg customer kn taunya brg dkirim . dan hri slsa pun klo saya tdk laporan klo resi g bsa d cek pun psti dr pihak anda g cek. saya pun tau jumat libur mkany saya tggu smpe dg hri rebo lo ya. saya smpe konfirmasi jg ke pihak tokopediany. anda kn memberikan resi ny dr tgl 15 tgl 18 saya cek resi ny ko g bsa. bgi saya anda lambat skli dlm menginfokan. jdi kan masukan saja lah secara  toko bata toko yg ud lama brand nya dan terkenal lo  thenkyu",brg ud smpe dr tgl feb smpe tgl feb tidak ad korfirmasi ttg resi yg valid nympenya lama pihak penjual kurang komunikatif dr kmrin dtnya soal resi yg valid tdk dksi tanggapan dr umpak balik anda saya ud byk memaklumi lo yaaa kita tggu dr slsa rebo pun kn tdk ad info kn untuk resi yg valid saya sbg customer kn taunya brg dkirim dan hri slsa pun klo saya tdk laporan klo resi g bsa d cek pun psti dr pihak anda g cek saya pun tau jumat libur mkany saya tggu smpe dg hri rebo lo ya saya smpe konfirmasi jg ke pihak tokopediany anda kn memberikan resi ny dr tgl tgl saya cek resi ny ko g bsa bgi saya anda lambat skli dlm menginfokan jdi kan masukan saja lah secara toko bata toko yg ud lama brand nya dan terkenal lo thenkyu,3,Neutral
"Produk cukup baik, sedikit kekecilan. It&#39;s Ok lah.",produk cukup baik sedikit kekecilan it s ok lah,3,Neutral
barang sudah sampai.....cuma kecewa dikit....bungkusan kabel bekas digigit tikus.....tp gpp yah namanya juga barang murah....good jobs,barang sudah sampai cuma kecewa dikit bungkusan kabel bekas digigit tikus tp gpp yah namanya juga barang murah good jobs,3,Neutral
Pengiriman lamaaaa...,pengiriman lamaaaa,3,Neutral
"Belum dicoba,  tp fast respon",belum dicoba tp fast respon,3,Neutral
"Lumayan lah, dengan harga yang murah bisa dapat baramg ini cukup bagus",lumayan lah dengan harga yang murah bisa dapat baramg ini cukup bagus,3,Neutral
Secara style nilai 4. Tp dgn harga segini gw bisa dpt di payless dgn quality yg jauh lebih baik meskipun style kalah. Untuk standar size jg kekecilan. Sepatu kiri tdk sama dgn yg kanan jahitan karet  lebih kecil yg kiri shg bikin kurang nyaman dipake. So quality gw rate 2. Overall nilai 3.,secara style nilai tp dgn harga segini gw bisa dpt di payless dgn quality yg jauh lebih baik meskipun style kalah untuk standar size jg kekecilan sepatu kiri tdk sama dgn yg kanan jahitan karet lebih kecil yg kiri shg bikin kurang nyaman dipake so quality gw rate overall nilai,3,Neutral
"lumayan lah ,kirim nya lama",lumayan lah kirim nya lama,3,Neutral
