text,text_clean,rating,sentiment,is_augmented
"Ancurrrr,, dikasihnya barang bekas, udah korporatif, gitu Rusak pula, Payah kalau tidak korporatif, kecewa sangat !!!",ancurrrr dikasihnya barang bekas udah korporatif gitu rusak pula payah kalau tidak korporatif kecewa sangat,1,Negative,True
"Produk cocok dengan deskripsi yang tertera, tapi keyboard toskhiba satellite c640 yang saya pesan tombol CAPLOCK tidak berfungsi.",produk cocok dengan deskripsi yang tertera tapi keyboard toskhiba satellite c yang saya pesan tombol caplock tidak berfungsi,2,Negative,True
"Produk sesuai dengan deskripsi yang tertera, tapi keyboard toskhiba satellite c640 yang saya pesan tombol CAPLOCK tidak yang berfungsi.",produk sesuai dengan deskripsi yang tertera tapi keyboard toskhiba satellite c yang saya pesan tombol caplock tidak yang berfungsi,2,Negative,True
Barangnya beda dari bawaan laptopnya,barangnya beda dari bawaan laptopnya,1,Negative,True
Barangnya dari bawaan laptopnya laptopnya,barangnya dari bawaan laptopnya laptopnya,1,Negative,True
"beli item ga bs pake,giliran minta kembali uang,minta dipotong ongkir.drpd ga dibalikin,mau gamau ngikutin.",beli item ga bs pake giliran minta kembali uang minta dipotong ongkir drpd ga dibalikin mau gamau ngikutin,1,Negative,True
"beli barang ga pake,giliran minta kembali uang,minta dipotong ongkir.drpd dibalikin,mau uang,minta gamau",beli barang ga pake giliran minta kembali uang minta dipotong ongkir drpd dibalikin mau uang minta gamau,1,Negative,True
"/):&amp;,).’jaksjsksmnbgb!$:)/$/&amp;&amp;",amp jaksjsksmnbgb amp amp,1,Negative,True
"/):&amp;,).’jaksjsksmnbgb!$:)/$/&amp;&amp;",amp jaksjsksmnbgb amp amp,1,Negative,True
"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti..., Ulasan ini bersifat sementara, akan diupdate setelah ada solusi..., Terima kasih AS Komputer",pengiriman pertama bermasalah baterai kembung g bisa dipasang retur pengiriman kedua secara fisik bagus tapi baterai tidak bisa dipakai sudah di charge penuh saat charger dicabut laptop langsung mati karena sudah konfirmasi penerimaan kami sedang mengupayakan proses klaim garansi rating akan diupdate lagi nanti ulasan ini bersifat sementara akan diupdate setelah ada solusi terima kasih as komputer,1,Negative,True
"fisik Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., pengiriman kedua secara fisik bagus, baterai bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop mati.., karena sudah konfirmasi penerimaan, kami mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti..., Ulasan ini bersifat sementara, akan setelah ada Terima kasih AS Komputer",fisik pengiriman pertama bermasalah baterai kembung g bisa dipasang pengiriman kedua secara fisik bagus baterai bisa dipakai sudah di charge penuh saat charger dicabut laptop mati karena sudah konfirmasi penerimaan kami mengupayakan proses klaim garansi rating akan diupdate lagi nanti ulasan ini bersifat sementara akan setelah ada terima kasih as komputer,1,Negative,True
Battery nya ke detect not support. Ada saran?,battery nya ke detect not support ada saran,1,Negative,True
Battery nya ke detect not ke support. Ada saran?,battery nya ke detect not ke support ada saran,1,Negative,True
"Bintang 2 dulu krn barangnya rusak, mau retur. Masih nunggu rules dari seller",bintang dulu krn barangnya rusak mau retur masih nunggu rules dari seller,2,Negative,True
"Bintang 2 dulu barangnya rusak, mau retur. retur. Masih nunggu rules dari seller",bintang dulu barangnya rusak mau retur retur masih nunggu rules dari seller,2,Negative,True
"barang kw,penjual tdk mau tanggung jawab",barang kw penjual tdk mau tanggung jawab,1,Negative,True
"tdk barang kw,penjual tdk mau jawab",tdk barang kw penjual tdk mau jawab,1,Negative,True
"Katanya Garansi 30hari, tapi pas di mintavalamatnya utk retur di persulit",katanya garansi hari tapi pas di mintavalamatnya utk retur di persulit,2,Negative,True
"Katanya Garansi 30hari, tapi pas utk retur di 30hari, persulit",katanya garansi hari tapi pas utk retur di hari persulit,2,Negative,True
khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g bisa dipasang lagi.,khusus yg ini yg dikirim kualitas barangnya jelek ada beberapa tombol lepas dan g bisa dipasang lagi,2,Negative,True
khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g yg bisa dipasang lagi.,khusus yg ini yg dikirim kualitas barangnya jelek ada beberapa tombol lepas dan g yg bisa dipasang lagi,2,Negative,True
"Barang sudah sampai, Setelah di pakai,. Ternyata ada 10 tombol yg Rusak/tidak merespon ,. Termasuk Tombol Space ,.",barang sudah sampai setelah di pakai ternyata ada tombol yg rusak tidak merespon termasuk tombol space,1,Negative,True
"Barang sudah sampai, Rusak/tidak Setelah pakai,. Ternyata ada 10 tombol yg Rusak/tidak merespon ,. Termasuk Tombol Space ,.",barang sudah sampai rusak tidak setelah pakai ternyata ada tombol yg rusak tidak merespon termasuk tombol space,1,Negative,True
Mas ini yg huruf W S X gk bisa mas,mas ini yg huruf w s x gk bisa mas,2,Negative,True
Mas ini mas yg huruf W S X gk mas,mas ini mas yg huruf w s x gk mas,2,Negative,True
"tombol banyak yg macet bos,,lain kali tlng di cek dulu",tombol banyak yg macet bos lain kali tlng di cek dulu,2,Negative,True
"banyak yg macet bos,,lain kali tlng cek cek dulu",banyak yg macet bos lain kali tlng cek cek dulu,2,Negative,True
produk tdk compatibel dgn acer sy,produk tdk compatibel dgn acer sy,2,Negative,True
produk tdk compatibel dgn acer tdk sy,produk tdk compatibel dgn acer tdk sy,2,Negative,True
"Bagusnya sebelum di kirim, di coba terlebih dahulu aja boss.. Ongkir 3x di tanggung pembeli mmg keberatan.",bagusnya sebelum di kirim di coba terlebih dahulu aja boss ongkir x di tanggung pembeli mmg keberatan,2,Negative,True
"Bagusnya di di kirim, di coba terlebih dahulu aja Ongkir 3x di tanggung pembeli mmg keberatan.",bagusnya di di kirim di coba terlebih dahulu aja ongkir x di tanggung pembeli mmg keberatan,2,Negative,True
"kualitas kurang bagus..belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma 75% saja dari authentic max nya,,di chat minta garansi tidak pernah di balas...maaf saya review begini karena anda pun tidak pernah respon lagi",kualitas kurang bagus belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma saja dari authentic max nya di chat minta garansi tidak pernah di balas maaf saya review begini karena anda pun tidak pernah respon lagi,1,Negative,True
"kualitas kurang bagus..belum sebulan batre nya drop hingg tersisa yang bisa di charge cuma saja dari original max nya,,di minta garansi tidak pernah di balas...maaf saya review begini original anda pun pernah respon lagi",kualitas kurang bagus belum sebulan batre nya drop hingg tersisa yang bisa di charge cuma saja dari original max nya di minta garansi tidak pernah di balas maaf saya review begini original anda pun pernah respon lagi,1,Negative,True
Kwalitas baterai kurang bagus. Belum 1 Bulan kondisi tinggal 80%.....,kwalitas baterai kurang bagus belum bulan kondisi tinggal,2,Negative,True
Kwalitas kurang bagus. Belum Bulan kondisi 80%..... tinggal 80%.....,kwalitas kurang bagus belum bulan kondisi tinggal,2,Negative,True
"Ternyata baru sebulan pakai, baterainya rusak sudah tidak terbaca di macbook. Sebelumnya juga sering banget ngedrop jauh",ternyata baru sebulan pakai baterainya rusak sudah tidak terbaca di macbook sebelumnya juga sering banget ngedrop jauh,1,Negative,True
"Ternyata baru sebulan pakai, baterainya rusak sudah tidak terbaca di macbook. Sebelumnya juga sering banget Sebelumnya ngedrop jauh",ternyata baru sebulan pakai baterainya rusak sudah tidak terbaca di macbook sebelumnya juga sering banget sebelumnya ngedrop jauh,1,Negative,True
"Sangat mengecewakan barang yang di terima tidak matching dengan foto yang dipajang dilapak, foto nomor 1 adalah item pajangan sedang foto nomor 2 barang yang saya terima, mohon maaf atas ketidak nyamanan dgn ulasan ini, semoga kedepannya bisa menjadi lebih baik, dan menjadi pelajaran bagi kita semua",sangat mengecewakan barang yang di terima tidak matching dengan foto yang dipajang dilapak foto nomor adalah item pajangan sedang foto nomor barang yang saya terima mohon maaf atas ketidak nyamanan dgn ulasan ini semoga kedepannya bisa menjadi lebih baik dan menjadi pelajaran bagi kita semua,1,Negative,True
"Sangat mengecewakan yang di terima tidak sesuai ulasan dengan foto yang dipajang dilapak, foto nomor 1 adalah barang pajangan sedang foto nomor 2 barang yang saya terima, mohon maaf atas nyamanan dgn ulasan ini, semoga kedepannya bisa menjadi lebih baik, dan menjadi pelajaran kita semua",sangat mengecewakan yang di terima tidak sesuai ulasan dengan foto yang dipajang dilapak foto nomor adalah barang pajangan sedang foto nomor barang yang saya terima mohon maaf atas nyamanan dgn ulasan ini semoga kedepannya bisa menjadi lebih baik dan menjadi pelajaran kita semua,1,Negative,True
"hdd sudah pernah dipakai kurang lebih 3 tahun, padahal di deskripsi ditulis baru.",hdd sudah pernah dipakai kurang lebih tahun padahal di deskripsi ditulis baru,1,Negative,True
"hdd sudah pernah dipakai kurang 3 lebih 3 tahun, padahal di deskripsi ditulis",hdd sudah pernah dipakai kurang lebih tahun padahal di deskripsi ditulis,1,Negative,True
"Order bareng charger laptop, tapi yang dikirim cuma charger saja, Hardisk tidak dikirim tanpa konfirmasi sebelumnya, harusnya kalau stok kosong di infokan dong, biar bisa nyari ditempat lain jadi gak rugi waktu. untung dana bisa kembali lagi. Trima kasih tokopedia. Buat seller lain kali yang teliti ya.",order bareng charger laptop tapi yang dikirim cuma charger saja hardisk tidak dikirim tanpa konfirmasi sebelumnya harusnya kalau stok kosong di infokan dong biar bisa nyari ditempat lain jadi gak rugi waktu untung dana bisa kembali lagi trima kasih tokopedia buat seller lain kali yang teliti ya,2,Negative,True
"Order bareng charger laptop, tapi dikirim cuma charger saja, Hardisk tidak tanpa konfirmasi harusnya kalau stok kosong di infokan dong, biar bisa nyari ditempat lain jadi gak rugi waktu. untung dana bisa kembali lagi. Trima kasih tokopedia. Buat seller lain cuma kali yang teliti ya.",order bareng charger laptop tapi dikirim cuma charger saja hardisk tidak tanpa konfirmasi harusnya kalau stok kosong di infokan dong biar bisa nyari ditempat lain jadi gak rugi waktu untung dana bisa kembali lagi trima kasih tokopedia buat seller lain cuma kali yang teliti ya,2,Negative,True
Packing barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak pas pesanan.. saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne...tanpa ada konfirmasi Barang sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..,packing barang rapi chat penjual cepat tapi pengiriman sangat lambat tidak pas pesanan saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne tanpa ada konfirmasi barang sedang saya test saya harap kualitas barang melebihi kualitas pengiriman tokonya,1,Negative,True
barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak sesuai pesanan.. order minggu harap pakai same day dgn go send nyampenya hari malam jne...tanpa ada konfirmasi sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..,barang rapi chat penjual cepat tapi pengiriman sangat lambat tidak sesuai pesanan order minggu harap pakai same day dgn go send nyampenya hari malam jne tanpa ada konfirmasi sedang saya test saya harap kualitas barang melebihi kualitas pengiriman tokonya,1,Negative,True
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah item juga yang dikirim,order batre sony vaio mbulet pelayanan aftersale buruk pake tragedi salah item juga yang dikirim,2,Negative,True
Order batre mbulet. Pelayanan Aftersale buruk. Pake salah barang juga yang dikirim yang,order batre mbulet pelayanan aftersale buruk pake salah barang juga yang dikirim yang,2,Negative,True
"Gan baterai nya kok ga kedeteksi ya di sony vaio saya, kalo dari seri sama tp ga kedetek gan. mohon infonya tks",gan baterai nya kok ga kedeteksi ya di sony vaio saya kalo dari seri sama tp ga kedetek gan mohon infonya tks,1,Negative,True
"Gan baterai nya kok ga kedeteksi ya di sony saya, kalo dari sony seri sama tp ga kedetek gan. mohon infonya tks",gan baterai nya kok ga kedeteksi ya di sony saya kalo dari sony seri sama tp ga kedetek gan mohon infonya tks,1,Negative,True
Maaf gan kok gk matching sama gambar/foto yg dideskripsi ya? Gmn nh gan?,maaf gan kok gk matching sama gambar foto yg dideskripsi ya gmn nh gan,2,Negative,True
Maaf kok gk sesuai sama gambar/foto yg dideskripsi ya? Maaf Gmn nh gan?,maaf kok gk sesuai sama gambar foto yg dideskripsi ya maaf gmn nh gan,2,Negative,True
Barang yang dikirim tidak ada backlit pas di deskripsi,barang yang dikirim tidak ada backlit pas di deskripsi,2,Negative,True
ada Barang yang dikirim tidak ada backlit di,ada barang yang dikirim tidak ada backlit di,2,Negative,True
"Sebulan pertama sih puas, meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak. Kira-kira sebulan setengah setelah masa pembelian baru muncul errornya. Beberapa tombol sudah tidak berjalan dengan semestinya. Dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad..",sebulan pertama sih puas meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak kira kira sebulan setengah setelah masa pembelian baru muncul errornya beberapa tombol sudah tidak berjalan dengan semestinya dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad,2,Negative,True
"Sebulan pertama sih puas, meskipun ada dua key yang kok dirasa smooth errornya. seperti keyboard bawaan yg rusak. Kira-kira sebulan setengah setelah masa pembelian baru muncul errornya. Beberapa tombol sudah tidak berjalan dengan semestinya. Dan memang saya harus beli keyboard asli bawaan",sebulan pertama sih puas meskipun ada dua key yang kok dirasa smooth errornya seperti keyboard bawaan yg rusak kira kira sebulan setengah setelah masa pembelian baru muncul errornya beberapa tombol sudah tidak berjalan dengan semestinya dan memang saya harus beli keyboard asli bawaan,2,Negative,True
"Produk tdk ssuai gambar,, trus ad bagian yg sdh cacat.. Ketika d charge sbntar.. Adaptor sdh panas berlebihan. Thx..",produk tdk ssuai gambar trus ad bagian yg sdh cacat ketika d charge sbntar adaptor sdh panas berlebihan thx,1,Negative,True
"Produk tdk ssuai gambar,, trus ad bagian yg sdh cacat.. Ketika d charge sbntar.. Adaptor Produk sdh panas berlebihan. Thx..",produk tdk ssuai gambar trus ad bagian yg sdh cacat ketika d charge sbntar adaptor produk sdh panas berlebihan thx,1,Negative,True
Brg yg diterima tdk pas,brg yg diterima tdk pas,1,Negative,True
Brg yg diterima diterima tdk sesuai,brg yg diterima diterima tdk sesuai,1,Negative,True
Barang yg dikirim output voltage nya 19V - 1.58A gak pas dengan apa yg ada di deskripsi output voltage nya 19.5V - 2.05A.,barang yg dikirim output voltage nya v a gak pas dengan apa yg ada di deskripsi output voltage nya v a,2,Negative,True
Barang yg dikirim voltage nya 19V - 1.58A gak sesuai dengan apa ada di deskripsi output voltage nya 19.5V 2.05A. deskripsi,barang yg dikirim voltage nya v a gak sesuai dengan apa ada di deskripsi output voltage nya v a deskripsi,2,Negative,True
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,lama kalo buat ngecas cuma lumayan lah dari pada ga ada,2,Negative,True
